2,0.04474973678588867,1025.312855187884,6338
2,0.08951878547668457,1025.2619217581573,6343
2,0.13431501388549805,1025.2518798288452,6325
2,0.17914843559265137,1025.2372097845546,6329
2,0.2239391803741455,1025.2431262583793,6403
2,0.26868176460266113,1025.2584335851122,6387
2,0.31340456008911133,1025.2646301577975,6356
2,0.3582184314727783,1025.2899768212694,6604
2,0.4029991626739502,1025.2757209309298,7014
2,0.44774436950683594,1025.2960260783486,6792
2,0.4924905300140381,1025.2919921608911,6515
2,0.5372354984283447,1025.2888248810737,6445
2,0.5852108001708984,1025.2781666371598,6402
2,0.6336669921875,1025.3069669445797,6447
2,0.6820242404937744,1025.2711090208522,7010
2,0.7305192947387695,1025.2744204880582,7155
2,0.7789640426635742,1025.274130272487,6660
2,0.8272104263305664,1025.2829165940598,6402
2,0.8756988048553467,1025.2948692201912,6332
2,0.9241886138916016,1025.291412728171,6344
2,0.9725220203399658,1025.2997637103326,6308
2,1.020857810974121,1025.263760802609,6345
2,1.0691490173339844,1025.2755678830524,6328
2,1.117478370666504,1025.2739849971945,6326
2,1.1659133434295654,1025.2944335558707,6346
2,1.2142789363861084,1025.2650526795917,6359
2,1.2625617980957031,1025.2685092521676,6360
2,1.311035394668579,1025.2446046049256,6343
2,1.359386920928955,1025.2804617033532,6324
2,1.4076988697052002,1025.2837726655996,6335
2,1.4561374187469482,1025.3114257088127,6337
2,1.50453782081604,1025.2856466056965,6338
2,1.5528433322906494,1025.306240761775,6313
2,1.6011772155761719,1025.2872292949708,6320
2,1.649442195892334,1025.2922685576223,6336
2,1.6978158950805664,1025.2578479547008,6327
2,1.7463748455047607,1025.244021448993,6315
2,1.7947616577148438,1025.2767136016369,6339
2,1.8432343006134033,1025.2870835716315,6332
2,1.891594409942627,1025.2283204433663,6316
2,1.9400041103363037,1025.2575559273369,6321
2,1.9883770942687988,1025.2922685576223,6319
2,2.0365352630615234,1025.2921227639779,6345
2,2.084836006164551,1025.2749852735622,6345
2,2.133247137069702,1025.2456037075526,6354
2,2.18155837059021,1025.285355243115,6335
2,2.229971170425415,1025.2418545550913,6348
2,2.2784032821655273,1025.254245342406,6354
2,2.326786756515503,1025.2575559273369,6334
2,2.3753387928009033,1025.2767136016369,6344
2,2.423652410507202,1025.2885201460658,6372
2,2.471956253051758,1025.2695082321543,6357
2,2.5205063819885254,1025.293705215042,6347
2,2.5689337253570557,1025.2556813912674,6341
2,2.6173250675201416,1025.2611586516136,6336
2,2.665614128112793,1025.2507886882438,6353
2,2.7141804695129395,1025.279878365911,6340
2,2.7625765800476074,1025.2765676838458,6318
2,2.8108513355255127,1025.2852093942943,6353
2,2.859144926071167,1025.2902485023178,6340
2,2.9076449871063232,1025.3006186413743,6329
2,2.9560248851776123,1025.266051521491,6312
2,3.0044326782226562,1025.2556813912674,6353
2,3.052814245223999,1025.2605738137092,6345
2,3.1010632514953613,1025.2350874993092,6345
2,3.1494264602661133,1025.2728187743494,6347
2,3.1977415084838867,1025.284917361579,6323
2,3.246119737625122,1025.2780038827204,6345
2,3.29441499710083,1025.2693620358032,6329
2,3.3428003787994385,1025.2538067159899,6343
2,3.391117572784424,1025.2489142227773,6359
2,3.439382314682007,1025.2486216107104,6349
2,3.4877278804779053,1025.2641769285362,6348
2,3.5363306999206543,1025.2677798767857,6351
2,3.584707260131836,1025.2659052975516,6334
2,3.6332101821899414,1025.2453112636936,6337
2,3.6814990043640137,1025.2916847128927,6335
2,3.7299249172210693,1025.2437292009247,6344
2,3.778247356414795,1025.2866457314778,6353
2,3.8266937732696533,1025.2970159524157,6338
2,3.8753740787506104,1025.289956328979,6402
2,3.923748016357422,1025.2553886661642,6434
2,3.9721531867980957,1025.233359159207,6360
2,4.020643472671509,1025.2607201907265,6343
2,4.069098711013794,1025.2536602837965,6349
2,4.117471694946289,1025.2744008770685,6348
2,4.165837049484253,1025.2712365875964,6340
2,4.2141194343566895,1025.2918652298947,6334
2,4.2624897956848145,1025.2830427940605,6343
2,4.311003923416138,1025.279586027043,6358
2,4.359459400177002,1025.2832232393682,6344
2,4.407870769500732,1025.2659392638363,6324
2,4.45634913444519,1025.2953220266206,6337
2,4.504739999771118,1025.305692418565,6346
2,4.553231954574585,1025.2970504250939,6347
2,4.6015660762786865,1025.2864995613727,6343
2,4.649984836578369,1025.279586027043,6348
2,4.698458909988403,1025.2934472882498,6342
2,4.746799468994141,1025.2538067159899,6339
2,4.79547905921936,1025.2571170486058,6349
2,4.8437721729278564,1025.2709441107872,6343
2,4.892110109329224,1025.2970159524157,6347
