Run #,Time,Flow,Pressure,Proximity,Negative Flow
1,3.445750475,0,1017.03649,0,0
1,3.489986658,0,1017.03649,0,0
1,3.534515858,0,1017.031297,0,0
1,3.580008984,0,1017.026131,0,0
1,3.623921871,0,1017.052086,0,0
1,3.66613102,0,1017.064177,0,0
1,3.708227873,0,1017.053803,0,0
1,3.750430107,0,1017.058969,0,0
1,3.7927742,0,1017.03649,0,0
1,3.836800337,0,1017.067612,0,0
1,3.8820889,0,1017.052044,0,0
1,3.925935507,0,1017.050327,0,0
1,3.968075514,0,1017.052072,0,0
1,4.012547731,0,1017.031282,0,0
1,4.054316759,0,1017.033014,0,0
1,4.096350431,0,1017.036448,0,0
1,4.140577316,0,1017.024357,0,0
1,4.18495059,0,1017.064163,0,0
1,4.228930712,0,1017.060701,0,0
1,4.273123741,0,1017.033028,0,0
1,4.317391872,0,1017.043387,0,0
1,4.361664534,0,1017.052058,0,0
1,4.404542923,0,1017.029579,0,0
1,4.447689533,0,1017.039939,0,0
1,4.492942572,0,1017.062446,0,0
1,4.535537243,0,1017.067626,0,0
1,4.576831102,0,1017.04167,0,0
1,4.618607044,0,1017.046878,0,0
1,4.660321951,0,1017.079717,0,0
1,4.702471733,0,1017.036462,0,0
1,4.744115829,0,1017.024357,0,0
1,4.785906792,0,1017.034702,0,0
1,4.827604771,0,1017.027806,0,0
1,4.869345188,0,1017.02088,0,0
1,4.910947561,0,1017.058955,0,0
1,4.952590227,0,1017.024329,0,0
1,4.994749546,0,1017.05203,0,0
1,5.036456585,0,1017.038193,0,0
1,5.078175545,0,1017.033,0,0
1,5.119856596,0,1017.065866,0,0
1,5.161674738,0,1017.057195,0,0
1,5.203318119,0,1017.039896,0,0
1,5.244987726,0,1017.058927,0,0
1,5.288122654,0,1017.076254,0,0
1,5.332039356,0,1017.062418,0,0
1,5.37598443,0,1017.074537,0,0
1,5.419989109,0,1017.027791,0,0
1,5.464085817,0,1017.057224,0,0
1,5.508043766,0,1017.038222,0,0
1,5.551865816,0,1017.057252,0,0
1,5.594387054,0,1017.053789,0,0
1,5.638485193,0,1017.045133,0,0
1,5.682552814,0,1017.058997,0,0
1,5.726427078,0,1017.046878,0,0
1,5.770582914,0,1017.053803,0,0
1,5.814581394,0,1017.052058,0,0
1,5.858530521,0,1017.048581,0,0
1,5.900934935,0,1017.04861,0,0
1,5.944962502,0,1017.074565,0,0
1,5.988887548,0,1017.060715,0,0
1,6.03290081,0,1017.043402,0,0
1,6.077124119,0,1017.043402,0,0
1,6.121110439,0,1017.038236,0,0
1,6.165069818,0,1017.062474,0,0
1,6.208953142,0,1017.055521,0,0
1,6.252960205,0,1017.074579,0,0
1,6.296933413,0,1017.06764,0,0
1,6.340815067,0,1017.039953,0,0
1,6.384737968,0,1017.045161,0,0
1,6.428739786,0,1017.055549,0,0
1,6.47294879,0,1017.081518,0,0
1,6.515912056,0,1017.04343,0,0
1,6.559966803,0,1017.045188,0,0
1,6.603953838,0,1017.05728,0,0
1,6.647959709,0,1017.043416,0,0
1,6.692034721,0,1017.039967,0,0
1,6.734924316,0,1017.048623,0,0
1,6.779144287,0,1017.067654,0,0
1,6.820989609,0,1017.038236,0,0
1,6.865156651,0,1017.041698,0,0
1,6.909226418,0,1017.059011,0,0
1,6.953213215,0,1017.050368,0,0
1,6.997394562,0,1017.055562,0,0
1,7.041450262,0,1017.039981,0,0
1,7.085745811,0,1017.034801,0,0
1,7.129788399,0,1017.060729,0,0
1,7.173952818,0,1017.055576,0,0
1,7.217986345,0,1017.053845,0,0
1,7.261973143,0,1017.064205,0,0
1,7.306175709,0,1017.034787,0,0
1,7.350165606,0,1017.053831,0,0
1,7.393227816,0,1017.052113,0,0
1,7.437496185,0,1017.057294,0,0
1,7.481501579,0,1017.093623,0,0
1,7.525503635,0,1017.038277,0,0
1,7.569551706,0,1017.057307,0,0
1,7.613738298,0,1017.057294,0,0
1,7.657902479,0,1017.048651,0,0
1,7.699794292,0,1017.0521,0,0
1,7.743924141,0,1017.039995,0,0
1,7.788205147,0,1017.039995,0,0
1,7.83212781,0,1017.059025,0,0
1,7.876242876,0,1017.043457,0,0
1,7.920459032,0,1017.055576,0,0
1,7.964583158,0,1017.055535,0,0
1,8.008724689,0,1017.055562,0,0
1,8.052734852,0,1017.034801,0,0
1,8.096952438,0,1017.050382,0,0
1,8.141022921,0,1017.045188,0,0
1,8.185033321,0,1017.067708,0,0
1,8.229188681,0,1017.062501,0,0
1,8.273344278,0,1017.046933,0,0
1,8.315519571,0,1017.086738,0,0
1,8.359601974,0,1017.045202,0,0
1,8.401381254,0,1017.031338,0,0
1,8.445140362,0,1017.059038,0,0
1,8.489239693,0,1017.067681,0,0
1,8.533200026,0,1017.055576,0,0
1,8.577151299,0,1017.081531,0,0
1,8.61965704,0,1017.072888,0,0
1,8.663614035,0,1017.034828,0,0
1,8.707599163,0,1017.029621,0,0
1,8.751508474,0,1017.067695,0,0
1,8.795480251,0,1017.069426,0,0
1,8.83946228,0,1017.048651,0,0
1,8.883419991,0,1017.057307,0,0
1,8.927531004,0,1017.053845,0,0
1,8.971515417,0,1017.033097,0,0
1,9.015499353,0,1017.053831,0,0
1,9.05960083,0,1017.029621,0,0
1,9.103690386,0,1017.010591,0,0
1,9.147520304,0,1017.041726,0,0
1,9.190321445,0,1017.067695,0,0
1,9.2345469,0,1017.0798,0,0
1,9.279218912,0,1017.060783,0,0
1,9.323436022,0,1017.048651,0,0
1,9.367778301,0,1017.048651,0,0
1,9.411900282,0,1017.057321,0,0
1,9.456219196,0,1017.029634,0,0
1,9.499573708,0,1017.076337,0,0
1,9.543676853,0,1017.038277,0,0
1,9.58779335,0,1017.071157,0,0
1,9.632011175,0,1017.025866,0,0
1,9.67607069,0,1017.069466,0,0
1,9.720211506,0,1017.069453,0,0
1,9.764545202,0,1017.069439,0,0
1,9.808686495,0,1017.048664,0,0
1,9.852603436,0,1017.048664,0,0
1,9.896730661,0,1017.024441,0,0
1,9.940856457,0,1017.024441,0,0
1,9.98492074,0,1017.036559,0,0
1,10.02919531,0,1017.064246,0,0
2,0.041714191,5,1016.991994,0,-5
2,0.083445072,5,1016.962873,0,-5
2,0.125198841,5,1016.953063,0,-5
2,0.166965723,5,1016.963521,0,-5
2,0.208746672,5,1016.960213,0,-5
2,0.250490427,5,1016.962029,0,-5
2,0.292233706,5,1016.986332,0,-5
2,0.3339746,5,1016.951849,0,-5
2,0.37570262,5,1016.960535,0,-5
2,0.41745162,5,1016.969219,0,-5
2,0.459155798,5,1016.96578,0,-5
2,0.5008986,5,1016.977949,0,-5
2,0.542647362,5,1016.986632,0,-5
2,0.584431887,5,1016.993587,0,-5
2,0.626553774,5,1016.972854,0,-5
2,0.669385195,5,1016.974611,0,-5
2,0.711907148,5,1016.978066,0,-5
2,0.751987219,5,1016.971183,0,-5
2,0.79416275,5,1016.948723,0,-5
2,0.835947275,5,1016.972952,0,-5
2,0.877715349,5,1016.969483,0,-5
2,0.920116663,5,1016.97468,0,-5
2,0.964190245,5,1016.979877,0,-5
2,1.008368731,5,1016.997155,0,-5
2,1.052437782,5,1017.010991,0,-5
2,1.096607208,5,1016.981605,0,-5
2,1.140810728,5,1016.96434,0,-5
2,1.184903383,5,1016.995454,0,-5
2,1.22924161,5,1016.972979,0,-5
2,1.273211956,5,1017.004093,0,-5
2,1.317305803,5,1016.990244,0,-5
2,1.361359358,5,1016.964327,0,-5
2,1.405452728,5,1016.957429,0,-5
2,1.449631691,5,1016.983373,0,-5
2,1.493820906,5,1016.959143,0,-5
2,1.537959337,5,1016.945334,0,-5
2,1.582003593,5,1016.964353,0,-5
2,1.626130581,5,1016.967809,0,-5
2,1.670312643,5,1016.941892,0,-5
2,1.714458942,5,1016.992012,0,-5
2,1.758667707,5,1016.992012,0,-5
2,1.802804232,5,1016.990297,0,-5
2,1.846883297,5,1016.97472,0,-5
2,1.891155005,5,1016.962639,0,-5
2,1.935255289,5,1016.988569,0,-5
2,1.979380846,5,1016.988569,0,-5
2,2.023623705,5,1016.981645,0,-5
2,2.067780972,5,1016.957455,0,-5
2,2.111909151,5,1016.967835,0,-5
2,2.156134605,5,1016.978228,0,-5
2,2.200262547,5,1016.971304,0,-5
2,2.244403601,5,1016.986841,0,-5
2,2.288433552,5,1016.967835,0,-5
2,2.332679987,5,1016.995507,0,-5
2,2.37689209,5,1016.936721,0,-5
2,2.421054125,5,1016.976474,0,-5
2,2.465214491,5,1016.983412,0,-5
2,2.509358644,5,1016.973045,0,-5
2,2.553554773,5,1016.964405,0,-5
2,2.597733736,5,1016.993779,0,-5
2,2.641701698,5,1016.978202,0,-5
2,2.685943365,5,1016.985127,0,-5
2,2.730132818,5,1016.981671,0,-5
2,2.774389982,5,1016.978215,0,-5
2,2.818526268,5,1016.96612,0,-5
2,2.862725019,5,1016.995481,0,-5
2,2.906949043,5,1017.002405,0,-5
2,2.951248646,5,1016.971304,0,-5
2,2.995189905,5,1016.988582,0,-5
2,3.03928709,5,1016.952285,0,-5
2,3.083395243,5,1016.978202,0,-5
2,3.127554417,5,1017.021425,0,-5
2,3.171722174,5,1017.000677,0,-5
2,3.21583724,5,1016.988569,0,-5
2,3.260133028,5,1016.978228,0,-5
2,3.304100275,5,1017.002405,0,-5
2,3.34832859,5,1016.983386,0,-5
2,3.392387629,5,1017.000677,0,-5
2,3.436596632,5,1017.000677,0,-5
2,3.480664968,5,1017.005861,0,-5
2,3.524843693,5,1016.969563,0,-5
2,3.569150686,5,1016.986841,0,-5
2,3.613238096,5,1016.978202,0,-5
2,3.657218695,5,1016.973019,0,-5
2,3.701320648,5,1016.967822,0,-5
2,3.745467186,5,1016.974747,0,-5
2,3.789689541,5,1016.974747,0,-5
2,3.833929539,5,1016.971317,0,-5
2,3.878088951,5,1016.97993,0,-5
2,3.92228508,5,1016.983386,0,-5
2,3.966441631,5,1016.971291,0,-5
2,4.01038146,5,1016.962652,0,-5
2,4.054478645,5,1016.995507,0,-5
2,4.09869957,5,1016.979956,0,-5
2,4.142848253,5,1016.983386,0,-5
2,4.186928749,5,1016.995481,0,-5
2,4.231155396,5,1016.969563,0,-5
2,4.275303364,5,1016.978202,0,-5
2,4.319313049,5,1017.005874,0,-5
2,4.363335609,5,1016.976474,0,-5
2,4.407376528,5,1016.983386,0,-5
2,4.451485157,5,1017.002405,0,-5
2,4.495692253,5,1017.00412,0,-5
2,4.53997016,5,1016.990323,0,-5
2,4.584038496,5,1016.981645,0,-5
2,4.628119707,5,1016.985114,0,-5
2,4.672091961,5,1016.974747,0,-5
2,4.716248751,5,1016.957455,0,-5
2,4.760499954,5,1016.981658,0,-5
2,4.804730654,5,1016.966094,0,-5
2,4.848870039,5,1016.990284,0,-5
2,4.892930984,5,1016.99031,0,-5
2,4.93699646,5,1017.011045,0,-5
2,4.981293678,5,1016.997222,0,-5
2,5.025244474,5,1016.992051,0,-5
2,5.069454908,5,1016.997209,0,-5
2,5.11356926,5,1016.992025,0,-5
2,5.157687664,5,1017.016215,0,-5
2,5.201722383,5,1016.997209,0,-5
2,5.245820522,5,1017.004146,0,-5
2,5.289985418,5,1016.983386,0,-5
2,5.333953857,5,1016.988569,0,-5
2,5.377954006,5,1016.973006,0,-5
2,5.421940327,5,1016.960924,0,-5
2,5.465955973,5,1016.964366,0,-5
2,5.510103226,5,1016.995481,0,-5
2,5.554203272,5,1016.986828,0,-5
2,5.598440409,5,1016.955727,0,-5
2,5.642519951,5,1016.964353,0,-5
2,5.686574697,5,1016.997209,0,-5
2,5.730751514,5,1016.964366,0,-5
2,5.774877787,5,1016.94362,0,-5
2,5.818937063,5,1016.981645,0,-5
2,5.863099098,5,1016.964353,0,-5
2,5.907184362,5,1016.973006,0,-5
2,5.951362371,5,1016.985087,0,-5
2,5.995404482,5,1016.983359,0,-5
2,6.039477825,5,1016.979904,0,-5
2,6.08364439,5,1016.964353,0,-5
2,6.128432035,5,1016.991998,0,-5
2,6.170621872,5,1016.983359,0,-5
2,6.213360786,5,1016.967796,0,-5
2,6.256358385,5,1016.990297,0,-5
2,6.29900074,5,1016.997209,0,-5
2,6.344204426,5,1016.983359,0,-5
2,6.388131857,5,1016.962626,0,-5
2,6.430164576,5,1016.990271,0,-5
2,6.474372149,5,1016.979917,0,-5
2,6.518751144,5,1016.969537,0,-5
2,6.56285882,5,1016.971265,0,-5
2,6.6082623,5,1016.978176,0,-5
2,6.662335157,5,1016.959157,0,-5
2,6.704910278,5,1016.962558,0,-5
2,6.746666193,5,1016.967782,0,-5
2,6.788423777,5,1016.974707,0,-5
2,6.83018446,5,1016.991985,0,-5
2,6.871822119,5,1016.974707,0,-5
2,6.913575172,5,1016.981632,0,-5
2,6.955293179,5,1016.995467,0,-5
2,6.997211456,5,1016.986815,0,-5
2,7.038972378,5,1016.997209,0,-5
2,7.080720901,5,1016.985087,0,-5
2,7.122519255,5,1017.00412,0,-5
2,7.164356232,5,1016.985114,0,-5
2,7.206114054,5,1016.976474,0,-5
2,7.248345613,5,1016.993766,0,-5
2,7.290115595,5,1016.986855,0,-5
2,7.331856728,5,1016.97993,0,-5
2,7.375877142,5,1016.954012,0,-5
2,7.41991806,5,1016.945373,0,-5
2,7.463936806,5,1016.96955,0,-5
2,7.508373976,5,1016.981658,0,-5
2,7.550555229,5,1016.97472,0,-5
2,7.594849825,5,1016.94879,0,-5
2,7.638994217,5,1016.976461,0,-5
2,7.682975292,5,1016.947062,0,-5
2,7.727215528,5,1016.943593,0,-5
2,7.771299839,5,1016.993726,0,-5
2,7.815672159,5,1016.962599,0,-5
2,7.859942436,5,1016.988529,0,-5
2,7.904041052,5,1016.974693,0,-5
2,7.948180199,5,1017.005807,0,-5
2,7.99226737,5,1016.991971,0,-5
2,8.036233902,5,1016.981605,0,-5
2,8.080325603,5,1016.971251,0,-5
2,8.125366688,5,1017.010991,0,-5
2,8.169449329,5,1016.995427,0,-5
2,8.213593245,5,1016.969497,0,-5
2,8.257628679,5,1017.002338,0,-5
2,8.301845551,5,1016.990244,0,-5
2,8.345974207,5,1016.988516,0,-5
2,8.390067816,5,1016.964313,0,-5
2,8.431726217,5,1016.990244,0,-5
2,8.475819349,5,1016.952205,0,-5
2,8.519851208,5,1016.960871,0,-5
2,8.563894987,5,1016.94875,0,-5
2,8.608059168,5,1016.988502,0,-5
2,8.65209651,5,1016.941839,0,-5
2,8.696162462,5,1016.988502,0,-5
2,8.740173578,5,1017.023099,0,-5
2,8.784502745,5,1016.993699,0,-5
2,8.828800678,5,1017.017902,0,-5
2,8.87274456,5,1016.974693,0,-5
2,8.916841984,5,1016.971211,0,-5
2,8.960844278,5,1016.972939,0,-5
2,9.004867315,5,1016.971224,0,-5
2,9.046600342,5,1016.993685,0,-5
2,9.090919256,5,1016.9643,0,-5
2,9.134928942,5,1016.978122,0,-5
2,9.178995848,5,1016.971211,0,-5
2,9.223151207,5,1016.962572,0,-5
2,9.267184019,5,1016.955674,0,-5
2,9.311484337,5,1016.998883,0,-5
2,9.355930328,5,1016.981577,0,-5
2,9.400211811,5,1016.971211,0,-5
2,9.444236517,5,1016.962572,0,-5
2,9.48857069,5,1016.97638,0,-5
2,9.532684803,5,1016.974653,0,-5
2,9.576870441,5,1016.986761,0,-5
2,9.621258497,5,1016.986761,0,-5
2,9.665234327,5,1016.978108,0,-5
2,9.709616184,5,1016.986733,0,-5
2,9.753750801,5,1016.997127,0,-5
2,9.797912121,5,1016.991944,0,-5
2,9.841956377,5,1016.957334,0,-5
2,9.886288404,5,1016.967742,0,-5
2,9.928433657,5,1016.957361,0,-5
2,9.972473383,5,1016.983291,0,-5
2,10.01661253,5,1016.959089,0,-5
3,0.041708946,10,1016.917581,0,-10
3,0.083562851,10,1016.902291,0,-10
3,0.12532258,10,1016.899168,0,-10
3,0.16707921,10,1016.927093,0,-10
3,0.208847761,10,1016.908298,0,-10
3,0.250598907,10,1016.934364,0,-10
3,0.292932272,10,1016.958674,0,-10
3,0.333069324,10,1016.989886,0,-10
3,0.37315464,10,1016.979981,0,-10
3,0.413153648,10,1016.969683,0,-10
3,0.454997063,10,1016.988839,0,-10
3,0.49678278,10,1016.988895,0,-10
3,0.538532734,10,1016.957882,0,-10
3,0.58028388,10,1016.950978,0,-10
3,0.622049093,10,1016.963142,0,-10
3,0.663790464,10,1016.968293,0,-10
3,0.705518246,10,1016.968347,0,-10
3,0.747321129,10,1016.978785,0,-10
3,0.789109468,10,1016.980538,0,-10
3,0.830860138,10,1016.949414,0,-10
3,0.872660875,10,1016.973634,0,-10
3,0.9145329,10,1016.95292,0,-10
3,0.958801985,10,1016.980591,0,-10
3,1.002997637,10,1016.994427,0,-10
3,1.047036648,10,1017.001332,0,-10
3,1.091162443,10,1016.992675,0,-10
3,1.135249853,10,1016.985823,0,-10
3,1.179394722,10,1016.968508,0,-10
3,1.223474741,10,1016.971961,0,-10
3,1.267457008,10,1016.978918,0,-10
3,1.311557293,10,1016.968508,0,-10
3,1.355681181,10,1017.001332,0,-10
3,1.399916172,10,1016.997906,0,-10
3,1.444048405,10,1016.977166,0,-10
3,1.488329411,10,1016.961656,0,-10
3,1.532521725,10,1016.949547,0,-10
3,1.576642752,10,1016.999711,0,-10
3,1.620638371,10,1016.973792,0,-10
3,1.664761066,10,1016.975518,0,-10
3,1.708897114,10,1016.953025,0,-10
3,1.75306654,10,1016.97204,0,-10
3,1.797205687,10,1016.961708,0,-10
3,1.841428518,10,1016.95653,0,-10
3,1.885701656,10,1016.97204,0,-10
3,1.929697275,10,1016.987628,0,-10
3,1.973895311,10,1016.994559,0,-10
3,2.018048048,10,1016.972118,0,-10
3,2.062060118,10,1016.992806,0,-10
3,2.10612607,10,1016.958256,0,-10
3,2.150180578,10,1016.972066,0,-10
3,2.194244862,10,1017.022179,0,-10
3,2.238373995,10,1016.984175,0,-10
3,2.282250881,10,1016.979023,0,-10
3,2.326671362,10,1016.999711,0,-10
3,2.37089467,10,1017.011821,0,-10
3,2.41518259,10,1017.0136,0,-10
3,2.459308386,10,1016.996285,0,-10
3,2.503530025,10,1017.00659,0,-10
3,2.547667503,10,1016.989328,0,-10
3,2.591996908,10,1016.985902,0,-10
3,2.635972023,10,1016.997985,0,-10
3,2.679964304,10,1017.0187,0,-10
3,2.724150419,10,1017.004942,0,-10
3,2.768285036,10,1016.992806,0,-10
3,2.812363148,10,1017.006669,0,-10
3,2.856656313,10,1017.00489,0,-10
3,2.901159763,10,1016.997985,0,-10
3,2.9452281,10,1017.015274,0,-10
3,2.989442348,10,1016.989328,0,-10
3,3.03355813,10,1017.011821,0,-10
3,3.077591896,10,1017.013547,0,-10
3,3.12187171,10,1017.018726,0,-10
3,3.165964842,10,1016.98938,0,-10
3,3.210060835,10,1017.001411,0,-10
3,3.254289627,10,1017.011821,0,-10
3,3.298327208,10,1017.013521,0,-10
3,3.342518806,10,1017.013521,0,-10
3,3.386715889,10,1017.001411,0,-10
3,3.430879593,10,1016.999659,0,-10
3,3.474967003,10,1017.016974,0,-10
3,3.519251823,10,1016.987602,0,-10
3,3.563498735,10,1016.999738,0,-10
3,3.607929468,10,1017.006642,0,-10
3,3.651948929,10,1017.00489,0,-10
3,3.696112871,10,1017.006642,0,-10
3,3.740226746,10,1016.989354,0,-10
3,3.784337759,10,1017.010121,0,-10
3,3.828580856,10,1016.991106,0,-10
3,3.872641087,10,1017.006642,0,-10
3,3.917076588,10,1016.978971,0,-10
3,3.96115756,10,1016.998011,0,-10
3,4.005098104,10,1016.989328,0,-10
3,4.04919076,10,1016.984123,0,-10
3,4.093308687,10,1016.984123,0,-10
3,4.137531281,10,1017.001464,0,-10
3,4.181524754,10,1016.99278,0,-10
3,4.225753784,10,1017.023879,0,-10
3,4.269975901,10,1016.961708,0,-10
3,4.313904524,10,1016.99108,0,-10
3,4.358183146,10,1016.999685,0,-10
3,4.402271748,10,1016.996259,0,-10
3,4.446567059,10,1017.020452,0,-10
3,4.490672112,10,1017.013547,0,-10
3,4.535148382,10,1017.008316,0,-10
3,4.578207016,10,1017.001411,0,-10
3,4.622950554,10,1017.001411,0,-10
3,4.666010618,10,1017.010042,0,-10
3,4.710437298,10,1016.991054,0,-10
3,4.751107693,10,1017.008316,0,-10
3,4.7929039,10,1017.011795,0,-10
3,4.834593773,10,1017.001411,0,-10
3,4.87630558,10,1016.973792,0,-10
3,4.918146849,10,1016.973792,0,-10
3,4.959882021,10,1017.015274,0,-10
3,5.001588106,10,1017.017052,0,-10
3,5.043312311,10,1016.973818,0,-10
3,5.085232973,10,1017.00319,0,-10
3,5.127084017,10,1016.985954,0,-10
3,5.168737411,10,1016.966913,0,-10
3,5.210585356,10,1016.982475,0,-10
3,5.25231266,10,1017.004942,0,-10
3,5.294045925,10,1016.972118,0,-10
3,5.335805416,10,1016.996311,0,-10
3,5.377537966,10,1016.977296,0,-10
3,5.419252396,10,1016.980749,0,-10
3,5.462429523,10,1016.973818,0,-10
3,5.506700277,10,1016.98938,0,-10
3,5.550768137,10,1016.97727,0,-10
3,5.59495306,10,1016.992806,0,-10
3,5.638908386,10,1016.972066,0,-10
3,5.682980537,10,1017.020426,0,-10
3,5.726910353,10,1017.030757,0,-10
3,5.770964146,10,1017.011742,0,-10
3,5.815071583,10,1017.003138,0,-10
3,5.859089851,10,1016.999685,0,-10
3,5.903414965,10,1017.025552,0,-10
3,5.94748044,10,1017.015221,0,-10
3,5.99195838,10,1017.01862,0,-10
3,6.036421299,10,1017.025552,0,-10
3,6.08047533,10,1017.029004,0,-10
3,6.124827385,10,1016.98577,0,-10
3,6.169069052,10,1017.013468,0,-10
3,6.213194132,10,1016.982318,0,-10
3,6.257411718,10,1016.985849,0,-10
3,6.301497459,10,1016.987523,0,-10
3,6.345589399,10,1017.015168,0,-10
3,6.38987565,10,1017.022099,0,-10
3,6.433908463,10,1017.022046,0,-10
3,6.478154659,10,1016.98407,0,-10
3,6.522268057,10,1016.984044,0,-10
3,6.566570044,10,1016.989222,0,-10
3,6.610559225,10,1016.992675,0,-10
3,6.654805899,10,1016.978865,0,-10
3,6.699160099,10,1017.004811,0,-10
3,6.743194818,10,1016.992728,0,-10
3,6.787410736,10,1016.94259,0,-10
3,6.831579685,10,1016.956399,0,-10
3,6.875695467,10,1016.970234,0,-10
3,6.919936895,10,1016.966809,0,-10
3,6.964406967,10,1016.954699,0,-10
3,7.008806944,10,1016.937411,0,-10
3,7.052908659,10,1016.946068,0,-10
3,7.096853256,10,1016.927054,0,-10
3,7.141027689,10,1016.991001,0,-10
3,7.185101986,10,1016.947794,0,-10
3,7.229144573,10,1016.940863,0,-10
3,7.273250103,10,1016.982318,0,-10
3,7.317118168,10,1016.977139,0,-10
3,7.358892918,10,1016.975413,0,-10
3,7.403163671,10,1016.994401,0,-10
3,7.452607632,10,1016.990948,0,-10
3,7.496999264,10,1016.978839,0,-10
3,7.54151988,10,1016.997799,0,-10
3,7.585686922,10,1016.965029,0,-10
3,7.629662514,10,1016.956372,0,-10
3,7.673802137,10,1016.978812,0,-10
3,7.718423367,10,1016.990975,0,-10
3,7.761902571,10,1016.994374,0,-10
3,7.807725906,10,1016.963277,0,-10
3,7.850597858,10,1016.930427,0,-10
3,7.896244764,10,1016.980538,0,-10
3,7.940074205,10,1016.970208,0,-10
3,7.982246876,10,1016.971907,0,-10
3,8.024259806,10,1016.94259,0,-10
3,8.068846703,10,1016.947742,0,-10
3,8.113598585,10,1016.939084,0,-10
3,8.157946587,10,1016.97536,0,-10
3,8.201994658,10,1017.003005,0,-10
3,8.245975018,10,1016.966729,0,-10
3,8.289951801,10,1016.977086,0,-10
3,8.331624508,10,1016.973634,0,-10
3,8.374923229,10,1016.994347,0,-10
3,8.418199062,10,1016.990922,0,-10
3,8.462168455,10,1017.004704,0,-10
3,8.50419879,10,1016.994401,0,-10
3,8.548794508,10,1016.970181,0,-10
3,8.593414783,10,1016.97536,0,-10
3,8.638056993,10,1016.973607,0,-10
3,8.682629108,10,1016.970154,0,-10
3,8.727233887,10,1016.978812,0,-10
3,8.772506237,10,1016.980538,0,-10
3,8.816516638,10,1016.989115,0,-10
3,8.858733892,10,1016.980511,0,-10
3,8.900459051,10,1016.977032,0,-10
3,8.9449265,10,1016.990895,0,-10
3,8.989502192,10,1016.987443,0,-10
3,9.034090757,10,1016.987443,0,-10
3,9.07865715,10,1016.977032,0,-10
3,9.12265873,10,1016.96147,0,-10
3,9.165729284,10,1016.968347,0,-10
3,9.207408905,10,1016.966648,0,-10
3,9.252378702,10,1016.978785,0,-10
3,9.296693802,10,1016.983936,0,-10
3,9.341134787,10,1016.983936,0,-10
3,9.38613224,10,1016.975306,0,-10
